accuracy,perf,pair_interaction_threshold_0,pair_interaction_decision_0,pair_interaction_decision_1,self_box_accumulate_threshold_0,self_box_accumulate_decision_0,self_box_accumulate_decision_1,neighbor_box_accumulate_threshold_0,neighbor_box_accumulate_decision_0,neighbor_box_accumulate_decision_1
0.8899355343297431,0.522689,14,0,1,2,0,1,7,1,0
0.8900962110048045,0.315632,36,1,1,1,0,1,7,1,0
0.8900962110048045,0.31687,36,1,1,0,0,1,10,1,0
0.8900962110048045,0.329632,104,1,0,15,1,0,12,0,0
0.8898008347677109,0.515113,1,0,0,0,0,1,5,0,0
0.8898008347677109,0.532514,197,0,0,3,1,1,1,0,0
0.8898008347677109,0.510562,104,0,0,1,0,0,26,0,0
0.8900962110048045,0.315455,34,1,1,0,0,1,11,1,0
0.8900962110048045,0.315245,36,1,1,0,0,1,11,1,0
0.8900962110048045,0.314471,25,1,1,0,0,1,6,1,0
0.8900962110048045,0.314842,15,1,1,0,0,1,10,1,0
0.8898008347677109,0.507998,25,0,0,0,0,1,11,0,0
0.8900962110048045,0.314789,25,1,1,0,0,1,11,0,0
0.8900962110048045,0.318099,0,1,1,0,0,1,10,1,0
0.8900962110048045,0.318086,25,1,1,0,0,1,11,0,0
0.8898008347677109,0.507161,3,0,0,35,0,0,11,0,1
0.8900962110048045,0.321774,7,1,1,3,0,0,0,0,0
0.8900962110048045,0.316519,119,1,1,12,0,0,5,0,0
0.8898008347677109,0.52772,125,0,1,1,0,0,7,1,0
0.8898008347677109,0.510407,13,0,0,41,0,0,2,0,1
0.8900458235336431,0.502438,9,0,1,30,0,0,13,1,1
0.8900962110048045,0.315714,25,1,1,0,0,1,18,1,1
0.8900962110048045,0.313347,11,1,1,0,0,1,11,1,0
0.8900962110048045,0.325912,10,1,1,0,0,1,6,1,0
0.8900962110048045,0.314513,10,1,1,0,0,1,11,1,0
0.8900962110048045,0.319828,11,1,1,0,0,1,8,1,0
0.8900962110048045,0.314016,11,1,1,0,0,0,6,1,0
0.8900962110048045,0.313156,11,1,1,0,0,1,10,1,0
0.8900962110048045,0.313291,11,1,1,0,0,1,6,1,0
0.8900962110048045,0.315302,15,1,1,0,0,1,11,1,0
0.8900962110048045,0.317272,11,1,1,2,0,1,15,1,0
0.8900962110048045,0.313724,6,1,1,0,0,1,10,1,0
0.8900962110048045,0.314608,27,1,1,0,0,1,10,1,0
0.8900962110048045,0.31414,10,1,1,0,0,1,10,1,0
0.8900962110048045,0.315852,8,1,1,0,0,1,5,1,0
0.8900962110048045,0.315,18,1,1,0,0,1,10,1,0
0.8900962110048045,0.32432,7,1,1,0,0,1,10,1,0
0.8900962110048045,0.314238,8,1,1,0,0,1,10,1,0
0.8900962110048045,0.313909,16,1,1,0,0,1,10,1,0
0.8900962110048045,0.314218,1,1,1,1,0,1,10,1,0
0.8900962110048045,0.321332,11,1,1,2,0,1,19,1,0
0.8900962110048045,0.324935,11,1,1,0,0,1,12,1,0
0.8899144054819162,0.527762,11,1,0,0,0,1,15,1,0
0.8898008347677109,0.509196,0,0,0,7,0,0,26,0,0
0.8900962110048045,0.319378,11,1,1,0,0,1,11,1,0
0.8900962110048045,0.318594,10,1,1,0,0,1,10,1,0
0.8900962110048045,0.316824,5,1,1,0,0,1,10,1,0
0.8898008347677109,0.513637,2,0,0,5,0,0,13,0,0
0.8900962110048045,0.318996,11,1,1,0,0,1,12,1,0
0.8900962110048045,0.317147,11,1,1,0,0,1,11,1,0
0.8900962110048045,0.316922,16,1,1,1,0,1,10,1,0
0.8910077163365488,0.347456,61,1,0,3,0,0,9,0,0
0.8900875517756281,0.472713,5,0,1,2,0,1,5,0,0
