accuracy,perf,NUM_ITERATIONS,LOOP_SKIP,SKIP_SYNC,QUANTIZATION,worker_threads
0.6593859649122806,5e-05,6,7,1,0,1
0.681766917293233,0.025738,3977,10,1,0,1
0.681641604010025,0.000304,6,10,1,1,2
0.9826441102756892,0.000364,6,1,1,0,1
0.6831328320802005,0.000119,20,10,1,0,1
0.7254010025062656,0.000617,6,2,1,1,1
0.6927694235588973,0.000265,6,10,1,0,2
0.6730701754385965,4e-05,8,10,1,0,1
0.6775062656641604,0.00013,12,8,0,0,1
0.6730701754385965,4.1e-05,8,10,0,0,1
0.6787844611528822,0.000107,18,10,1,0,1
0.6664035087719298,0.000101,11,9,1,0,1
0.6787844611528822,0.000109,18,10,1,0,1
0.6662781954887218,3.4e-05,6,10,0,0,1
0.675513784461153,0.000141,24,10,1,0,1
0.6812907268170426,8.9e-05,6,4,1,0,1
0.6667167919799499,8.5e-05,6,10,1,1,1
0.6837468671679199,0.000355,6,10,1,0,2
0.6777443609022556,0.000209,6,10,1,0,2
0.6759022556390977,7.4e-05,7,9,0,0,1
0.6786591478696742,0.000163,25,10,1,0,1
0.7046365914786967,8e-05,6,6,1,0,1
0.6857894736842105,7e-05,9,8,1,0,1
0.6842857142857143,0.000356,6,10,1,0,2
0.6667167919799499,8.2e-05,6,10,1,1,1
0.6934837092731829,0.084401,4884,4,1,0,1
0.6929949874686716,6.4e-05,6,9,1,0,1
0.6764035087719298,0.000332,35,9,1,0,1
0.6929949874686716,6.1e-05,6,9,1,0,1
0.7077568922305764,0.024323,999,3,1,0,1
0.9826441102756892,0.000371,6,1,0,0,1
0.6756265664160401,0.000302,6,10,1,0,2
0.6806892230576441,0.000219,24,7,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6854010025062657,0.000241,28,10,0,0,1
0.7046365914786967,8e-05,6,6,1,0,1
0.6883959899749373,0.038577,5912,10,1,0,1
0.6909899749373434,0.006719,1019,10,1,0,1
0.6837844611528823,0.000216,6,10,1,0,2
0.9826441102756892,0.000366,6,1,1,0,1
0.6902130325814536,0.00215,321,10,1,0,1
0.6965538847117794,0.000187,20,7,1,0,1
0.6789097744360902,5.5e-05,7,8,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6776065162907268,5.8e-05,7,7,1,0,1
0.6982330827067669,0.000332,56,10,1,0,1
0.6716165413533834,0.000539,85,10,1,0,1
0.6826817042606517,0.090481,4892,10,1,0,2
0.6625939849624061,0.000325,6,10,1,1,2
0.6667167919799499,8.2e-05,6,10,0,1,1
0.6929949874686716,6.8e-05,6,9,0,0,1
0.6944862155388472,5.4e-05,6,5,0,0,1
0.9826441102756892,0.000364,6,1,1,0,1
0.9826441102756892,0.000373,6,1,0,0,1
0.6730701754385965,4.7e-05,8,10,0,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6791102756892231,0.000117,9,6,0,0,1
0.6789097744360902,5.7e-05,7,8,0,0,1
0.6787844611528822,0.000107,18,10,1,0,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.9894611528822055,0.005126,83,1,1,0,1
0.6667167919799499,8.2e-05,6,10,1,1,1
0.6751754385964912,5.7e-05,11,10,0,0,1
0.6593859649122806,4.9e-05,6,7,1,0,1
0.6702255639097745,8e-05,8,9,0,0,1
0.6971804511278196,0.000108,10,5,1,0,1
0.6751754385964912,5.4e-05,11,10,1,0,1
0.6730701754385965,4.5e-05,8,10,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.6816791979949874,0.000242,6,10,1,0,2
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6635714285714286,9.1e-05,9,7,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6854010025062657,0.000194,28,10,1,0,1
0.6759022556390977,7.1e-05,7,9,1,0,1
0.6751754385964912,5.4e-05,11,10,1,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6894611528822054,7.8e-05,15,10,0,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6944862155388472,5.3e-05,6,5,1,0,1
0.6965538847117794,0.00018,20,7,1,0,1
0.6792355889724311,5.7e-05,12,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6667167919799499,7.7e-05,6,10,1,1,1
0.9720676691729323,0.000373,6,1,1,0,2
0.6692606516290727,0.007701,1234,10,1,0,1
0.6667167919799499,8.4e-05,6,10,1,1,1
0.7254010025062656,0.000609,6,2,1,1,1
0.6675814536340852,0.000987,158,10,1,0,1
0.6999122807017544,0.000494,26,10,1,1,1
0.6885588972431078,0.046367,2681,10,1,1,1
0.9826441102756892,0.000385,6,1,1,0,1
0.6929949874686716,6.5e-05,6,9,1,0,1
0.6804636591478697,5.1e-05,6,8,1,0,1
0.6787844611528822,0.000107,18,10,1,0,1
0.6751754385964912,5.4e-05,11,10,1,0,1
0.6921303258145364,0.000129,22,10,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.67437343358396,0.000306,12,10,1,0,2
0.6759022556390977,7.2e-05,7,9,1,0,1
0.6990726817042607,8.1e-05,16,10,1,0,1
0.6734085213032581,0.000103,8,10,1,1,1
0.6804636591478697,5.3e-05,6,8,0,0,1
0.6929949874686716,7e-05,6,9,1,0,1
0.9826441102756892,0.000374,6,1,1,0,1
0.6667167919799499,8.5e-05,6,10,1,1,1
0.6741979949874687,0.00019,6,10,1,0,2
0.6767919799498747,0.000177,6,10,1,0,2
0.6895864661654135,0.001646,174,7,1,0,1
0.702531328320802,0.010378,1647,10,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6697744360902256,3.4e-05,7,10,0,0,1
0.6791102756892231,0.000113,9,6,1,0,1
0.683671679197995,0.000107,8,6,0,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6803258145363409,0.000133,6,8,1,1,1
0.6823308270676691,0.000308,19,10,1,1,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6810902255639097,0.000322,53,10,1,0,1
0.7186215538847118,0.000147,6,3,1,0,1
0.6730701754385965,4.1e-05,8,10,1,0,1
0.6751754385964912,5.7e-05,11,10,1,0,1
0.675513784461153,0.000146,24,10,1,0,1
0.6662781954887218,3.5e-05,6,10,0,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6929949874686716,6.3e-05,6,9,1,0,1
0.6894611528822054,7e-05,15,10,1,0,1
0.7381829573934837,0.000655,6,2,1,1,2
0.6667167919799499,8e-05,6,10,1,1,1
0.6842857142857143,0.00033,6,10,1,0,2
0.6899122807017544,0.000215,6,10,1,0,2
0.7151754385964912,0.178852,5166,2,1,0,1
0.6916791979949874,0.000176,23,8,1,0,1
0.6789097744360902,5.7e-05,7,8,1,0,1
0.6958521303258145,0.000238,33,10,1,0,1
0.6702255639097745,7.7e-05,8,9,1,0,1
0.6734085213032581,0.000103,8,10,1,1,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6804636591478697,5.1e-05,6,8,1,0,1
0.6662781954887218,3.8e-05,6,10,0,0,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.6744110275689223,0.049956,7851,10,1,0,1
0.6698370927318296,9.5e-05,10,7,1,0,1
0.6730701754385965,3.9e-05,8,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.681704260651629,4.4e-05,9,10,1,0,1
0.6667167919799499,8.4e-05,6,10,1,1,1
0.6593859649122806,5.2e-05,6,7,0,0,1
0.6894611528822054,7.4e-05,15,10,1,0,1
0.9826441102756892,0.000384,6,1,1,0,1
0.6698621553884712,0.001051,6,10,0,0,2
0.6768922305764411,0.000238,6,10,1,0,2
0.9850751879699248,0.001207,6,1,1,1,1
0.6702255639097745,7.7e-05,8,9,1,0,1
0.6854010025062657,0.000203,28,10,0,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6697744360902256,3.9e-05,7,10,1,0,1
0.6894611528822054,7.4e-05,15,10,1,0,1
0.9814912280701754,0.001105,6,1,1,1,2
0.6856140350877193,0.000546,6,10,1,0,2
0.6906015037593984,0.000196,15,10,1,1,1
0.6929949874686716,6.4e-05,6,9,1,0,1
0.6929949874686716,7e-05,6,9,1,0,1
0.6724310776942356,0.000262,6,10,1,0,2
0.6754887218045114,0.0117,1845,10,1,0,1
0.7046365914786967,8e-05,6,6,1,0,1
0.6944862155388472,5.2e-05,6,5,1,0,1
0.6698370927318296,9.9e-05,10,7,0,0,1
0.6697744360902256,3.2e-05,7,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6751754385964912,5.4e-05,11,10,1,0,1
0.6702631578947369,8.7e-05,7,10,1,1,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.7034837092731829,0.001445,74,10,1,0,2
0.6896491228070176,0.008479,1289,10,1,0,1
0.7042230576441102,0.000602,6,2,1,0,2
0.6789097744360902,5.9e-05,7,8,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6787844611528822,0.000112,18,10,1,0,1
0.6751754385964912,5.4e-05,11,10,1,0,1
0.6730701754385965,8.3e-05,8,10,1,0,1
0.6702255639097745,7.7e-05,8,9,0,0,1
0.6996365914786967,0.00036,13,9,1,1,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.6854010025062657,0.000195,28,10,1,0,1
0.6768671679197995,0.002122,311,10,0,0,1
0.7186215538847118,0.000147,6,3,1,0,1
0.6759022556390977,7.2e-05,7,9,1,0,1
0.6802130325814537,6e-05,13,10,1,0,1
0.6697744360902256,3.6e-05,7,10,0,0,1
0.6730701754385965,4.2e-05,8,10,1,0,1
0.6924937343358396,0.030781,4810,10,1,0,1
0.667531328320802,0.000218,6,10,1,0,2
0.9918546365914787,0.271232,1341,1,1,1,1
0.6847994987468672,0.003413,512,10,1,0,1
0.6786591478696742,0.000164,25,10,0,0,1
0.6938095238095239,0.000116,13,7,1,0,1
0.681704260651629,4.5e-05,9,10,0,0,1
0.6981328320802005,7.2e-05,14,10,1,0,1
0.683671679197995,0.000108,8,6,0,0,1
0.6667167919799499,8.2e-05,6,10,0,1,1
0.9827819548872181,0.000611,10,1,1,0,1
0.9826441102756892,0.000365,6,1,1,0,1
0.6896240601503759,0.000308,31,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6789097744360902,6.4e-05,7,8,0,0,1
0.6730701754385965,4.2e-05,8,10,1,0,1
0.6929949874686716,6.1e-05,6,9,1,0,1
0.6936215538847118,0.000171,6,9,1,1,1
0.7046365914786967,8e-05,6,6,1,0,1
0.6929949874686716,6.3e-05,6,9,1,0,1
0.6968671679197995,0.000469,6,10,1,0,2
0.6666666666666667,0.0109,1703,10,1,0,1
0.6779072681704261,0.000301,6,10,1,1,2
0.6662781954887218,3.3e-05,6,10,0,0,1
0.681704260651629,4.4e-05,9,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6929949874686716,6.6e-05,6,9,0,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.9826441102756892,0.000364,6,1,1,0,1
0.6867418546365915,0.023517,3612,10,1,0,1
0.6812907268170426,8.8e-05,6,4,1,0,1
0.7059147869674185,0.003541,535,10,1,0,1
0.6759022556390977,7.2e-05,7,9,1,0,1
0.6831328320802005,4.8e-05,10,10,1,0,1
0.6914035087719298,0.000279,42,10,1,0,1
0.6929949874686716,6.8e-05,6,9,1,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6857894736842105,6.9e-05,9,8,1,0,1
0.6775438596491228,0.000227,6,10,1,0,2
0.6632832080200501,0.000163,8,4,0,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.7046365914786967,7.9e-05,6,6,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6730701754385965,5.5e-05,8,10,1,0,1
0.6854010025062657,0.000193,28,10,1,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.7028195488721805,0.000242,16,6,0,0,1
0.6936215538847118,0.000175,6,9,0,1,1
0.6929949874686716,6.6e-05,6,9,1,0,1
0.6831328320802005,5.1e-05,10,10,0,0,1
0.6824937343358396,0.000118,9,10,1,1,1
0.6954260651629073,0.000166,6,5,1,1,1
0.7186215538847118,0.000144,6,3,0,0,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.6889724310776942,0.000365,6,10,1,0,2
0.6667167919799499,8e-05,6,10,1,1,1
0.6878195488721804,0.000279,6,10,1,0,2
0.684172932330827,0.013885,2058,10,1,0,1
0.6833959899749373,0.000225,6,10,1,0,2
0.9826441102756892,0.000364,6,1,1,0,1
0.7274812030075188,0.000186,6,2,1,0,1
0.6936215538847118,0.00017,6,9,1,1,1
0.6804636591478697,5.1e-05,6,8,1,0,1
0.6759022556390977,7.2e-05,7,9,1,0,1
0.6834210526315789,0.000284,43,10,1,0,1
0.6873057644110276,7.6e-05,8,5,0,0,1
0.6697744360902256,3.6e-05,7,10,1,0,1
0.6751754385964912,5.7e-05,11,10,1,0,1
0.6808145363408522,0.00023,25,7,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6828070175438596,0.000183,25,8,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6831328320802005,4.8e-05,10,10,1,0,1
0.6854010025062657,0.000193,28,10,1,0,1
0.6792355889724311,5.7e-05,12,10,1,0,1
0.6795614035087719,0.000136,13,5,1,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6929949874686716,6.4e-05,6,9,1,0,1
0.6803258145363409,0.000133,6,8,1,1,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6929949874686716,6.1e-05,6,9,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.683671679197995,0.000104,8,6,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6896240601503759,0.000233,31,10,1,0,1
0.6662781954887218,3.2e-05,6,10,0,0,1
0.6711403508771929,0.000142,23,10,0,0,1
0.6730701754385965,4.1e-05,8,10,0,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6593859649122806,5e-05,6,7,1,0,1
0.6662781954887218,3.3e-05,6,10,1,0,1
0.6759022556390977,7.2e-05,7,9,1,0,1
0.6877443609022557,0.000122,21,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6804636591478697,5.1e-05,6,8,1,0,1
0.6831328320802005,5.1e-05,10,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6697744360902256,3.2e-05,7,10,1,0,1
0.6815037593984963,0.000117,19,10,1,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6823308270676691,0.000317,19,10,1,1,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6873558897243108,6.3e-05,7,5,1,0,1
0.6776065162907268,6.1e-05,7,7,0,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6593859649122806,5.2e-05,6,7,0,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6667167919799499,8.5e-05,6,10,1,1,1
0.7046365914786967,8.1e-05,6,6,1,0,1
0.6593859649122806,4.9e-05,6,7,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6765413533834587,6.4e-05,8,8,1,0,1
0.6667167919799499,7.7e-05,6,10,1,1,1
0.6802130325814537,6.4e-05,13,10,0,0,1
0.6936215538847118,0.00017,6,9,1,1,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.6812907268170426,8.9e-05,6,4,1,0,1
0.6929949874686716,6.5e-05,6,9,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6831328320802005,4.8e-05,10,10,1,0,1
0.6831328320802005,4.8e-05,10,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6730701754385965,4.2e-05,8,10,0,0,1
0.6751754385964912,5.4e-05,11,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6593859649122806,5.2e-05,6,7,1,0,1
0.7274812030075188,0.000193,6,2,1,0,1
0.7274812030075188,0.000198,6,2,1,0,1
0.7081954887218045,0.000835,6,3,0,0,2
0.7045112781954888,0.000131,12,9,0,0,1
0.6802130325814537,6.1e-05,13,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,3.4e-05,6,10,0,0,1
0.683671679197995,0.000104,8,6,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6662781954887218,3.9e-05,6,10,1,0,1
0.7050626566416041,0.00031,39,8,1,0,1
0.6831328320802005,0.00012,20,10,1,0,1
0.7186215538847118,0.000155,6,3,1,0,1
0.9826441102756892,0.000375,6,1,1,0,1
0.9826441102756892,0.000365,6,1,1,0,1
0.6730701754385965,4.2e-05,8,10,0,0,1
0.7046365914786967,8.2e-05,6,6,0,0,1
0.6697744360902256,3.2e-05,7,10,1,0,1
0.6697744360902256,3.6e-05,7,10,1,0,1
0.6792731829573935,0.00041,6,10,1,1,2
0.6829573934837092,0.002454,195,5,1,0,1
0.6662781954887218,3.2e-05,6,10,0,0,1
0.6568671679197995,0.000139,6,7,0,1,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6664035087719298,0.00011,11,9,1,0,1
0.6929949874686716,6.3e-05,6,9,1,0,1
0.7186215538847118,0.000146,6,3,1,0,1
0.6802631578947369,0.020969,3273,10,1,0,1
0.6944235588972432,0.004539,684,10,1,0,1
0.6877443609022557,0.000122,21,10,1,0,1
0.6803258145363409,0.000146,6,8,1,1,1
0.6662781954887218,3.4e-05,6,10,0,0,1
0.6730701754385965,4.1e-05,8,10,1,0,1
0.6898872180451128,0.010155,1605,10,1,0,1
0.6854010025062657,0.000194,28,10,1,0,1
0.6947869674185463,0.000262,41,10,1,0,1
0.6716165413533834,0.000484,85,10,1,0,1
0.6960902255639098,0.000454,77,10,1,0,1
0.9826441102756892,0.000337,6,1,1,0,1
0.6662781954887218,2.9e-05,6,10,1,0,1
0.6697744360902256,3.1e-05,7,10,1,0,1
0.6662781954887218,2.8e-05,6,10,1,0,1
0.6730701754385965,3.7e-05,8,10,1,0,1
0.6697744360902256,3.1e-05,7,10,1,0,1
0.6730701754385965,3.7e-05,8,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,9.6e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6697744360902256,3.2e-05,7,10,1,0,1
0.6894611528822054,7.3e-05,15,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6831203007518797,0.000131,10,6,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6730701754385965,3.9e-05,8,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6730701754385965,3.9e-05,8,10,1,0,1
0.6730701754385965,4.2e-05,8,10,0,0,1
0.6697744360902256,3.6e-05,7,10,0,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6662781954887218,3.3e-05,6,10,1,0,1
0.6697744360902256,3.5e-05,7,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6593859649122806,5.2e-05,6,7,0,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,3.5e-05,6,10,1,0,1
0.681704260651629,4.5e-05,9,10,0,0,1
0.6802130325814537,6.2e-05,13,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6831328320802005,4.9e-05,10,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6730701754385965,4.3e-05,8,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6730701754385965,4.1e-05,8,10,1,0,1
0.6730701754385965,4.4e-05,8,10,1,0,1
0.6831328320802005,4.8e-05,10,10,1,0,1
0.6858771929824561,8.7e-05,8,7,1,0,1
0.6697744360902256,7.9e-05,7,10,1,0,1
0.6697744360902256,4.5e-05,7,10,1,0,1
0.681704260651629,4.2e-05,9,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6593859649122806,5e-05,6,7,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6697744360902256,3.5e-05,7,10,1,0,1
0.6730701754385965,4.2e-05,8,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6792355889724311,5.6e-05,12,10,1,0,1
0.6802130325814537,6.1e-05,13,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6697744360902256,3.5e-05,7,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3.2e-05,6,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6802130325814537,6.1e-05,13,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6730701754385965,3.8e-05,8,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6730701754385965,3.9e-05,8,10,1,0,1
0.6697744360902256,4.2e-05,7,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.6697744360902256,3.4e-05,7,10,1,0,1
0.697218045112782,0.00056,66,10,1,0,1
0.6812907268170426,8.9e-05,6,4,1,0,1
0.6857518796992481,0.000357,6,10,1,0,2
0.7186215538847118,0.000147,6,3,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6730701754385965,4e-05,8,10,1,0,1
0.690827067669173,0.002324,104,10,1,0,2
0.6875563909774436,0.000206,6,10,1,0,2
0.6662781954887218,3.3e-05,6,10,0,0,1
0.7274812030075188,0.00018,6,2,0,0,1
0.6869674185463659,0.019145,943,10,1,0,2
0.6927192982456141,0.027504,4352,10,1,0,1
0.6880827067669173,0.000189,6,10,1,0,2
0.6714536340852131,0.000223,6,10,1,0,2
0.6662781954887218,3e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6961403508771931,0.001394,223,10,1,0,1
0.6873558897243108,0.020218,3172,10,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3.6e-05,6,10,1,0,1
0.7132832080200502,0.000463,6,3,1,1,1
0.6787593984962406,0.000246,6,10,1,0,2
0.6667167919799499,8.2e-05,6,10,1,1,1
0.6762280701754386,0.000196,6,10,1,0,2
0.6593859649122806,5e-05,6,7,1,0,1
0.6833834586466165,0.000102,17,10,1,0,1
0.6667167919799499,8.2e-05,6,10,1,1,1
0.6929323308270676,0.000331,22,10,1,1,1
0.7028696741854636,0.000196,14,6,1,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6662781954887218,3.2e-05,6,10,0,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6667167919799499,8.4e-05,6,10,1,1,1
0.6845864661654135,0.002396,360,10,1,0,1
0.7274812030075188,0.000185,6,2,1,0,1
0.6662781954887218,3.2e-05,6,10,0,0,1
0.6842857142857143,0.000181,6,10,1,0,2
0.9894611528822055,0.002342,47,1,1,0,2
0.6662781954887218,3.2e-05,6,10,1,0,1
0.7186215538847118,0.000141,6,3,1,0,1
0.6929949874686716,6.3e-05,6,9,1,0,1
0.6662781954887218,3.5e-05,6,10,0,0,1
0.6593859649122806,5e-05,6,7,1,0,1
0.6864285714285714,0.000275,17,10,1,1,1
0.6929949874686716,6.6e-05,6,9,1,0,1
0.6929949874686716,6.3e-05,6,9,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.9894611528822055,0.017433,283,1,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3.1e-05,6,10,1,0,1
0.6662781954887218,3e-05,6,10,1,0,1
0.7046365914786967,7.9e-05,6,6,1,0,1
0.6804636591478697,5.4e-05,6,8,1,0,1
0.6802130325814537,6.3e-05,13,10,1,0,1
0.6510902255639097,0.000301,31,9,1,0,1
0.6749248120300753,0.001718,261,10,1,0,1
0.6667167919799499,0.000183,6,10,1,0,2
0.6861779448621554,0.000343,6,10,1,0,2
0.6667167919799499,8.6e-05,6,10,1,1,1
0.9854887218045113,0.0036,18,1,1,1,1
0.6707268170426065,0.000238,6,10,1,1,2
0.6929949874686716,6.3e-05,6,9,1,0,1
0.6834210526315789,0.000289,43,10,1,0,1
0.6662781954887218,3.2e-05,6,10,0,0,1
0.6902380952380953,0.001696,97,10,1,1,1
0.6593859649122806,4.9e-05,6,7,1,0,1
0.6804636591478697,5.1e-05,6,8,1,0,1
0.682531328320802,0.000179,19,9,1,0,1
0.6990726817042607,9.2e-05,16,10,1,0,1
0.6929949874686716,6.5e-05,6,9,1,0,1
0.6834210526315789,0.000338,43,10,1,0,1
0.7186215538847118,0.000147,6,3,1,0,1
0.6981328320802005,7e-05,14,10,1,0,1
0.6593859649122806,4.9e-05,6,7,1,0,1
0.6782330827067669,8.5e-05,10,9,1,0,1
0.6730701754385965,4.5e-05,8,10,1,0,1
0.7046365914786967,7.9e-05,6,6,1,0,1
0.6662781954887218,3.4e-05,6,10,0,0,1
