accuracy,perf,NUM_ITERATIONS,LOOP_SKIP,SKIP_SYNC,QUANTIZATION,worker_threads
0.9850751879699248,0.001188,6,1,1,1,1
0.6834085213032581,0.004934,250,10,1,0,2
0.6667167919799499,8.3e-05,6,10,1,1,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6868671679197995,0.000403,17,10,1,0,2
0.6667167919799499,8.1e-05,6,10,1,1,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6667167919799499,7.8e-05,6,10,1,1,1
0.6664035087719298,0.000106,11,9,1,0,1
0.7050375939849625,0.000239,6,6,0,1,1
0.6929949874686716,6.3e-05,6,9,1,0,1
0.6936215538847118,0.000167,6,9,1,1,1
0.9861152882205514,0.003478,19,1,1,1,2
0.9918546365914787,0.028188,254,1,1,1,2
0.6938596491228071,0.005238,68,10,0,0,2
0.719548872180451,1.345587,10000,2,0,1,2
0.6842857142857143,0.000283,6,10,1,0,2
0.6667167919799499,8.3e-05,6,10,1,1,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.9894611528822055,0.007762,100,1,0,0,2
0.682531328320802,0.000187,19,9,0,0,1
0.6667167919799499,8.2e-05,6,10,0,1,1
0.6929949874686716,6.1e-05,6,9,1,0,1
0.6831328320802005,5.1e-05,10,10,0,0,1
0.6744862155388471,0.000225,6,10,1,0,2
0.6667167919799499,8.1e-05,6,10,1,1,1
0.9894611528822055,0.007664,124,1,1,0,1
0.6667167919799499,7.8e-05,6,10,1,1,1
0.6792731829573935,0.001363,209,10,1,0,1
0.6847243107769423,0.000321,6,10,1,0,2
0.6859273182957393,0.000253,6,7,1,0,2
0.6662781954887218,3.2e-05,6,10,0,0,1
0.6873558897243108,6e-05,7,5,1,0,1
0.7205639097744361,0.008948,107,3,1,1,1
0.6940726817042606,0.002303,123,10,1,0,2
0.6929949874686716,6.3e-05,6,9,1,0,1
0.6707393483709273,0.000173,17,9,1,0,1
0.6944862155388472,5.2e-05,6,5,1,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6981328320802005,7e-05,14,10,0,0,1
0.9918546365914787,0.010913,54,1,1,1,1
0.703421052631579,0.000653,8,8,0,1,2
0.6928320802005012,0.041422,375,3,0,1,2
0.6929323308270676,0.000327,22,10,1,1,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.9826441102756892,0.000364,6,1,1,0,1
0.6667167919799499,8.6e-05,6,10,1,1,1
0.7186215538847118,0.000146,6,3,1,0,1
0.6819924812030076,0.000413,6,10,0,0,2
0.6662781954887218,3.2e-05,6,10,0,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6842857142857143,0.000203,6,10,1,0,2
0.6677944862155388,0.007086,1114,10,1,0,1
0.6907017543859649,0.020996,900,8,1,0,2
0.9894611528822055,0.165039,2113,1,0,0,2
0.684436090225564,0.00041,48,7,1,0,1
0.9918796992481203,0.009169,46,1,0,1,1
0.6662781954887218,3.4e-05,6,10,0,0,1
0.6662781954887218,3.4e-05,6,10,0,0,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.6667167919799499,7.9e-05,6,10,1,1,1
0.6667167919799499,8.3e-05,6,10,1,1,1
0.6787092731829574,0.002194,60,5,1,1,1
0.7015037593984963,0.005486,44,3,0,1,2
0.6667167919799499,8.2e-05,6,10,1,1,1
0.6707393483709273,0.000182,17,9,0,0,1
0.681704260651629,4.9e-05,9,10,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6968045112781955,0.000162,12,6,1,0,1
0.6697744360902256,3.6e-05,7,10,0,0,1
0.687280701754386,0.000426,6,3,1,0,2
0.6653759398496241,0.000828,10,10,0,0,2
0.6815914786967419,0.000101,11,7,1,0,1
0.6578947368421053,0.041907,2158,10,1,0,2
0.678922305764411,0.004555,700,10,1,0,1
0.6804636591478697,5.1e-05,6,8,1,0,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.700952380952381,0.000202,21,9,1,0,1
0.6667167919799499,7.8e-05,6,10,1,1,1
0.6768671679197995,0.000327,6,10,1,0,2
0.6842857142857143,0.000441,6,10,1,0,2
0.9648997493734336,0.000429,6,1,1,0,2
0.6662781954887218,3.3e-05,6,10,0,0,1
0.9851253132832081,0.001333,7,1,1,1,1
0.660889724310777,0.00151,19,8,0,1,2
0.9918546365914787,0.038232,258,1,0,1,2
0.6944862155388472,5.2e-05,6,5,1,0,1
0.6981328320802005,6.6e-05,14,10,1,0,1
0.675513784461153,0.000141,24,10,1,0,1
0.6804636591478697,5.5e-05,6,8,0,0,1
0.7054761904761905,0.000686,105,10,1,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6884711779448622,0.001906,68,10,1,1,2
0.7338345864661654,0.059546,446,2,0,1,2
0.6593859649122806,6.7e-05,6,7,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6667167919799499,8.2e-05,6,10,0,1,1
0.6706265664160401,0.000206,8,9,1,1,1
0.9894110275689223,0.001817,29,1,1,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.9894611528822055,0.132301,2166,1,1,0,1
0.9918796992481203,0.006647,34,1,1,1,1
0.7095363408521302,0.110521,1319,3,0,0,2
0.7058395989974937,0.000626,17,5,1,1,1
0.6662781954887218,4.2e-05,6,10,0,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6796115288220551,0.014984,685,10,1,0,2
0.6667167919799499,8e-05,6,10,1,1,1
0.6804636591478697,5.4e-05,6,8,0,0,1
0.6929949874686716,6.3e-05,6,9,1,0,1
0.7274812030075188,0.000184,6,2,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6936215538847118,0.000169,6,9,1,1,1
0.6818546365914787,0.0003,6,10,1,0,2
0.668984962406015,0.002319,99,8,1,0,2
0.6854887218045113,0.000382,15,8,1,1,1
0.9918546365914787,0.006292,54,1,1,1,2
0.6860526315789474,0.000262,8,8,1,0,2
0.6803258145363409,0.000137,6,8,1,1,1
0.6662781954887218,3.7e-05,6,10,0,0,1
0.6831328320802005,4.9e-05,10,10,0,0,1
0.6568671679197995,0.000141,6,7,1,1,1
0.6667167919799499,8.7e-05,6,10,1,1,1
0.9826441102756892,0.000359,6,1,1,0,1
0.7186215538847118,0.000145,6,3,1,0,1
0.6823684210526315,0.011444,1817,10,1,0,1
0.69437343358396,0.005603,338,4,0,0,1
0.6859774436090226,0.000969,20,8,1,1,2
0.9732706766917293,0.000407,7,1,1,0,2
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6667167919799499,7.9e-05,6,10,1,1,1
0.6859147869674185,0.000332,6,10,1,0,2
0.7288471177944862,0.000773,6,2,0,0,2
0.6662781954887218,3.1e-05,6,10,0,0,1
0.6801002506265664,0.001063,117,7,1,0,1
0.6694486215538847,0.054693,791,8,0,1,2
0.7084837092731829,0.001516,44,5,1,1,1
0.6787092731829574,0.002181,60,5,0,1,1
0.6936215538847118,0.000167,6,9,1,1,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6929949874686716,6.5e-05,6,9,0,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.7274812030075188,0.000183,6,2,1,0,1
0.9894611528822055,0.135055,2186,1,1,0,1
0.6978571428571428,0.000311,52,10,1,0,1
0.6810275689223058,0.000531,44,6,1,0,1
0.9894611528822055,0.011707,190,1,0,0,1
0.705250626566416,0.000426,10,10,1,0,2
0.6751754385964912,5.3e-05,11,10,1,0,1
0.6568671679197995,0.000153,6,7,0,1,1
0.6929949874686716,6.5e-05,6,9,0,0,1
0.6765413533834587,6.6e-05,8,8,1,0,1
0.6751754385964912,5.3e-05,11,10,1,0,1
0.6593859649122806,5e-05,6,7,1,0,1
0.9826441102756892,0.000368,6,1,1,0,1
0.6804636591478697,5.3e-05,6,8,0,0,1
0.6697744360902256,3.4e-05,7,10,0,0,1
0.6803258145363409,0.000139,6,8,1,1,1
0.6831328320802005,0.000126,20,10,0,0,1
0.6936215538847118,0.00018,6,9,1,1,1
0.6929949874686716,6.3e-05,6,9,1,0,1
0.6936215538847118,0.000175,6,9,1,1,1
0.6805513784461152,0.006417,978,10,1,0,1
0.9658145363408521,0.000966,7,1,1,1,2
0.9894611528822055,0.019456,254,1,0,0,2
0.6783959899749373,0.000605,30,10,1,0,2
0.6793734335839599,0.000678,11,10,1,1,2
0.6733709273182957,0.005729,100,8,0,0,2
0.693295739348371,0.00633,76,3,0,1,1
0.6667167919799499,9.1e-05,6,10,1,1,1
0.6885714285714286,0.000105,12,7,1,0,1
0.6735213032581453,0.000804,31,7,1,1,1
0.6979824561403509,0.040629,1319,3,0,0,1
0.6977568922305765,0.005398,99,3,1,0,2
0.6735964912280702,0.003889,554,10,0,0,1
0.6667167919799499,8.5e-05,6,10,1,1,1
0.6730701754385965,3.8e-05,8,10,1,0,1
0.6858771929824561,6.8e-05,8,7,1,0,1
0.9894611528822055,0.002963,54,1,1,0,2
0.6922681704260651,0.000622,8,8,0,0,2
0.7026315789473685,0.004094,47,3,1,1,2
0.6961779448621555,0.000742,20,7,1,0,2
0.9807894736842105,0.001262,9,1,1,1,2
0.6838471177944863,0.001403,48,7,1,0,2
0.9918796992481203,0.006767,46,1,0,1,2
0.6593859649122806,5e-05,6,7,1,0,1
0.6929949874686716,6.5e-05,6,9,1,0,1
0.6804636591478697,5.2e-05,6,8,1,0,1
0.6721303258145364,9.7e-05,9,9,0,0,1
0.6865037593984962,0.00258,72,5,1,1,1
0.6736591478696742,0.004822,60,5,0,1,2
0.6811779448621553,0.000289,44,10,1,0,1
0.6879323308270677,0.003322,190,4,0,0,1
0.6835338345864661,0.000356,10,7,1,0,2
0.6751754385964912,6.1e-05,11,10,0,0,1
0.655952380952381,0.019808,978,10,1,0,2
0.6929949874686716,6.4e-05,6,9,1,0,1
0.6667167919799499,8.3e-05,6,10,1,1,1
0.7045112781954888,0.00013,12,9,1,0,1
0.7305388471177945,0.00082,10,3,1,1,1
0.7298496240601504,0.002183,19,2,1,1,1
0.70765664160401,0.024693,254,3,0,0,2
0.6752756892230576,0.001726,30,10,0,0,2
0.68671679197995,0.000999,25,8,1,0,2
0.7440476190476191,0.003811,36,2,1,1,2
0.6990726817042607,8.4e-05,16,10,1,0,1
0.6751754385964912,5.3e-05,11,10,1,0,1
0.7046365914786967,7.9e-05,6,6,1,0,1
0.6593859649122806,4.9e-05,6,7,1,0,1
0.6804636591478697,5.2e-05,6,8,1,0,1
0.6804636591478697,5.1e-05,6,8,1,0,1
0.6792355889724311,5.6e-05,12,10,1,0,1
0.7002130325814536,0.000217,16,10,1,1,1
0.6667167919799499,7.8e-05,6,10,1,1,1
0.7046365914786967,7.9e-05,6,6,1,0,1
0.6593859649122806,4.9e-05,6,7,1,0,1
0.6894611528822054,9.3e-05,15,10,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6807393483709273,0.000781,123,10,1,0,1
0.7469172932330828,0.002148,58,2,0,0,1
0.6702631578947369,8.8e-05,7,10,0,1,1
0.6929949874686716,6.5e-05,6,9,0,0,1
0.6846867167919799,0.022765,1319,4,0,0,1
0.6667167919799499,8.3e-05,6,10,0,1,1
0.6873057644110276,7.2e-05,8,5,1,0,1
0.9826441102756892,0.000362,6,1,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6667167919799499,8e-05,6,10,1,1,1
0.7274812030075188,0.000177,6,2,1,0,1
0.9826441102756892,0.000362,6,1,1,0,1
0.6889598997493734,0.000713,99,8,1,0,1
0.6957142857142857,0.000525,68,8,0,0,1
0.9894611528822055,0.003236,54,1,1,0,1
0.7252130325814536,0.001089,8,2,1,0,2
0.6593859649122806,4.9e-05,6,7,1,0,1
0.6857894736842105,7.2e-05,9,8,0,0,1
0.682531328320802,0.000181,19,9,1,0,1
0.7274812030075188,0.000184,6,2,1,0,1
0.6929949874686716,6.4e-05,6,9,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.7046365914786967,7.9e-05,6,6,1,0,1
0.6964411027568922,0.000928,47,10,1,0,2
0.6813032581453634,0.127487,6758,10,1,0,2
0.6811779448621553,0.000206,7,10,1,0,2
0.6944862155388472,5e-05,6,5,1,0,1
0.7274812030075188,0.000199,6,2,1,0,1
0.9894611528822055,0.4519,7385,1,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6759022556390977,6.9e-05,7,9,1,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6936215538847118,0.000171,6,9,1,1,1
0.9826441102756892,0.000345,6,1,1,0,1
0.6804636591478697,5e-05,6,8,1,0,1
0.684172932330827,0.000632,6,10,0,0,2
0.6908771929824562,0.000418,49,7,1,0,1
0.7362907268170427,0.004637,46,2,0,0,2
0.6667167919799499,8e-05,6,10,1,1,1
0.6667167919799499,9.5e-05,6,10,1,1,1
0.6695112781954887,0.008093,1257,10,1,0,1
0.6895989974937343,0.007171,1071,10,0,0,1
0.7186215538847118,0.000144,6,3,1,0,1
0.7171428571428571,0.003501,40,2,1,0,2
0.7186215538847118,0.000145,6,3,1,0,1
0.7084837092731829,0.001556,44,5,0,1,1
0.6667167919799499,8.8e-05,6,10,1,1,1
0.67968671679198,0.004157,219,10,1,0,2
0.6843859649122808,0.001217,176,10,0,0,1
0.6827192982456141,0.000442,10,7,1,1,2
0.6750501253132832,0.000421,15,10,1,0,2
0.7060401002506266,0.001472,83,4,1,0,1
0.74031328320802,0.005012,203,3,1,0,1
0.6944862155388472,5.2e-05,6,5,1,0,1
0.6936215538847118,0.000177,6,9,1,1,1
0.6831328320802005,4.8e-05,10,10,1,0,1
0.7050375939849625,0.000239,6,6,1,1,1
0.6879949874686717,0.000335,6,10,1,0,2
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6786466165413534,0.000335,6,10,1,0,2
0.7002130325814536,0.000943,11,3,0,1,1
0.6805513784461152,0.006736,978,10,0,0,1
0.6894110275689223,0.000536,9,8,1,0,2
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6702631578947369,8.7e-05,7,10,1,1,1
0.6802130325814537,6.5e-05,13,10,0,0,1
0.7018421052631578,0.000646,7,3,1,1,2
0.6753258145363408,0.000711,95,8,1,0,1
0.9894611528822055,0.011201,254,1,1,0,2
0.6966165413533835,0.000253,34,10,0,0,1
0.6725187969924812,0.000489,79,10,1,0,1
0.7254010025062656,0.000614,6,2,0,1,1
0.6747117794486215,0.002354,368,10,1,0,1
0.7046365914786967,0.00013,6,6,1,0,1
0.7002882205513785,0.000271,37,10,0,0,1
0.6828070175438596,0.000621,6,10,1,0,2
0.6678696741854637,0.000516,6,10,1,0,2
0.6944862155388472,5.3e-05,6,5,1,0,1
0.6697744360902256,3.6e-05,7,10,0,0,1
0.6593859649122806,5e-05,6,7,1,0,1
0.6650375939849624,0.001003,24,10,1,1,2
0.7248245614035087,0.023669,204,2,0,1,1
0.7080576441102757,0.001235,123,7,1,0,1
0.6997619047619048,0.000204,26,10,1,0,1
0.6662781954887218,3.5e-05,6,10,0,0,1
0.6868546365914787,0.000383,6,10,1,0,2
0.7046365914786967,7.9e-05,6,6,1,0,1
0.7046365914786967,8e-05,6,6,1,0,1
0.6667167919799499,8.4e-05,6,10,1,1,1
0.6984461152882205,0.008166,1277,10,1,0,1
0.6697744360902256,3.3e-05,7,10,1,0,1
0.6730701754385965,4.1e-05,8,10,1,0,1
0.6804636591478697,4.9e-05,6,8,1,0,1
0.7007644110275689,0.000324,58,10,1,0,1
0.672468671679198,0.000721,37,4,0,0,1
0.6887719298245614,0.018479,1356,5,1,0,1
0.7013157894736842,0.000671,99,10,0,0,1
0.9826441102756892,0.000369,6,1,1,0,1
0.6662781954887218,3.2e-05,6,10,0,0,1
0.6741604010025063,0.000205,6,10,1,0,2
0.6732706766917294,0.000396,6,10,1,0,2
0.6988345864661654,0.000889,15,4,0,1,1
0.9894611528822055,0.004215,54,1,0,0,2
0.6842731829573935,0.000513,22,8,1,0,2
0.6968546365914787,0.026133,1317,10,1,0,2
0.6697744360902256,3.4e-05,7,10,1,0,1
0.6804636591478697,5.2e-05,6,8,1,0,1
0.6662781954887218,3.3e-05,6,10,0,0,1
0.6751754385964912,5.5e-05,11,10,1,0,1
0.6667167919799499,8e-05,6,10,1,1,1
0.6804636591478697,5.2e-05,6,8,1,0,1
0.9894611528822055,0.041925,685,1,1,0,1
0.6703884711779449,0.037768,5820,10,1,0,1
0.6855513784461154,0.002647,401,10,1,0,1
0.6898621553884712,0.004868,738,10,1,0,1
0.692907268170426,0.024498,338,4,0,0,2
0.6880325814536341,0.001286,38,7,1,0,2
0.6818170426065162,0.00039,63,10,0,0,1
0.667531328320802,0.003552,507,10,1,0,1
0.6667167919799499,8.1e-05,6,10,1,1,1
0.6667167919799499,8.7e-05,6,10,1,1,1
0.6662781954887218,3.2e-05,6,10,0,0,1
0.7046365914786967,8e-05,6,6,1,0,1
0.9826441102756892,0.000364,6,1,1,0,1
0.7186215538847118,0.000149,6,3,0,0,1
0.6848872180451128,0.000581,6,10,1,0,2
0.9850751879699248,0.001175,6,1,0,1,1
0.667719298245614,0.001084,46,8,0,1,1
0.7014411027568923,0.016348,403,5,0,1,1
0.9918546365914787,0.012273,60,1,0,1,1
0.693358395989975,0.027434,4283,10,1,0,1
0.6697744360902256,3.2e-05,7,10,1,0,1
